qid	r1	r2	Controversial question
248253	1.0	1.2	FALSE
248262	2.4	3.4	FALSE
248267	1.2	2.8	FALSE
248288	1.2	3.2	FALSE
248329	1.2	2.4	FALSE
248331	1.2	1.2	FALSE
248339	1.8	2.8	FALSE
248355	1.6	3.4	FALSE
248356	2.2	3.4	FALSE
248357	4.6	4.8	TRUE
248405	1.2	1.8	FALSE
248407	1.0	1.4	FALSE
248427	1.4	1.6	FALSE
248431	2.0	2.2	FALSE
248433	2.8	3.4	FALSE
248438	2.0	2.333333333333330	FALSE
248497	1.2	1.0	FALSE
248502	4.0	2.6	FALSE
248510	3.0	3.2	FALSE
248522	1.4	3.4	FALSE
248530	2.6	3.0	FALSE
248534	3.4	4.0	FALSE
248538	1.8	2.8	FALSE
248549	1.6	2.2	FALSE
248561	2.4	2.8	FALSE
248576	1.0	1.5	FALSE
248598	1.6	2.0	FALSE
248599	2.0	1.75	FALSE
248613	1.4	1.4	FALSE
248622	4.2	4.8	TRUE
248625	1.8	2.2	FALSE
248628	1.4	1.8	FALSE
248647	1.0	1.8	FALSE
248665	2.2	3.8	FALSE
248671	1.0	2.0	FALSE
248675	3.8	3.8	FALSE
248676	2.0	3.6	FALSE
248678	2.6	3.6	FALSE
248691	1.0	1.8	FALSE
248692	1.0	1.0	FALSE
248712	1.25	2.75	FALSE
248716	1.2	4.2	FALSE
248722	2.0	3.8	FALSE
248750	1.8	1.8	FALSE
248755	1.5	2.75	FALSE
248758	1.25	1.5	FALSE
248766	4.4	4.6	TRUE
248800	4.2	4.4	TRUE
248822	2.8	3.0	FALSE
248841	2.2	3.0	FALSE
248849	2.0	2.6	FALSE
248867	1.2	1.4	FALSE
248870	1.0	1.8	FALSE
248874	1.0	3.0	FALSE
248913	1.0	1.0	FALSE
248922	1.6666666666666700	2.6666666666666700	FALSE
248930	1.4	2.8	FALSE
248936	1.4	3.4	FALSE
248958	1.4	2.6	FALSE
248961	1.2	1.4	FALSE
248968	2.8	3.8	FALSE
248977	1.0	2.0	FALSE
248987	1.4	2.8	FALSE
248993	1.0	3.0	FALSE
249000	1.2	1.6	FALSE
249010	3.0	3.5	FALSE
249016	4.0	4.8	TRUE
249025	1.4	2.0	FALSE
249032	1.0	2.5	FALSE
249036	1.2	1.6	FALSE
249073	1.0	1.6	FALSE
249091	3.6	4.4	FALSE
249099	3.2	3.8	FALSE
249103	2.6	3.2	FALSE
249108	3.6	4.4	FALSE
249150	1.0	2.0	FALSE
249169	2.4	2.6	FALSE
249174	2.2	2.4	FALSE
249181	4.6	4.6	TRUE
249192	1.8	3.2	FALSE
249200	2.6	4.0	FALSE
249205	4.2	4.2	TRUE
249217	2.2	2.6	FALSE
249219	1.2	1.4	FALSE
249230	4.2	4.6	TRUE
249247	1.2	2.0	FALSE
249249	3.0	4.0	FALSE
249292	2.4	3.2	FALSE
249300	1.6	3.2	FALSE
249306	3.8	4.6	FALSE
249318	3.0	2.8	FALSE
249322	3.6	4.0	FALSE
249330	2.2	4.2	FALSE
249351	1.0	1.5	FALSE
249352	1.2	1.2	FALSE
249365	1.2	2.4	FALSE
249372	2.2	2.2	FALSE
249384	2.0	3.4	FALSE
249389	1.8	3.2	FALSE
249404	2.2	2.2	FALSE
249405	4.6	4.6	TRUE
249411	3.2	3.8	FALSE
249423	1.0	2.0	FALSE
249434	4.4	4.8	TRUE
249453	2.8	4.4	FALSE
249456	1.8	3.2	FALSE
249489	1.0	3.2	FALSE
249498	2.4	3.6	FALSE
249515	1.0	1.75	FALSE
249533	2.6	4.0	FALSE
249534	1.4	3.4	FALSE
249538	1.0	1.6666666666666700	FALSE
249556	2.2	3.0	FALSE
249557	3.4	4.4	FALSE
249583	2.0	3.2	FALSE
249585	3.6	4.6	FALSE
249586	4.6	4.8	TRUE
249611	1.0	1.4	FALSE
249619	1.0	1.0	FALSE
249624	2.4	3.4	FALSE
249629	1.6	2.4	FALSE
249631	1.0	1.2	FALSE
249642	2.2	3.8	FALSE
249651	1.2	1.8	FALSE
249654	4.0	4.4	TRUE
249683	2.4	2.8	FALSE
249689	3.2	4.0	FALSE
249696	1.8	3.6	FALSE
249712	3.2	4.4	FALSE
249713	3.8	4.8	FALSE
249723	1.0	2.2	FALSE
249733	4.6	4.6	TRUE
249745	1.0	1.2	FALSE
249757	1.6	2.4	FALSE
249771	2.2	3.2	FALSE
249778	1.4	1.8	FALSE
249781	1.2	2.2	FALSE
249784	2.0	3.2	FALSE
249796	1.2	3.4	FALSE
249824	1.0	2.75	FALSE
249829	4.0	4.8	TRUE
249842	4.0	4.2	TRUE
249908	1.0	2.4	FALSE
249915	2.2	4.0	FALSE
249923	4.8	4.8	TRUE
249928	1.0	1.5	FALSE
249949	1.2	2.4	FALSE
249965	3.4	4.0	FALSE
249991	1.2	3.0	FALSE
250055	4.4	3.4	FALSE
250063	2.0	3.6	FALSE
250155	2.0	2.6	FALSE
250161	3.2	3.6	FALSE
250162	2.6	3.6	FALSE
250178	1.0	3.0	FALSE
250205	3.2	4.2	FALSE
250214	2.6	2.8	FALSE
250215	2.8	3.8	FALSE
250257	1.0	1.6	FALSE
250259	1.2	2.6	FALSE
250265	2.6	4.0	FALSE
250286	1.2	2.4	FALSE
250318	1.4	1.8	FALSE
250319	1.2	1.2	FALSE
250325	2.6	3.4	FALSE
250329	1.8	2.8	FALSE
250340	1.0	2.75	FALSE
250368	2.0	2.5	FALSE
250371	2.4	4.0	FALSE
250389	1.25	2.75	FALSE
250422	1.6	2.2	FALSE
250430	3.8	4.6	FALSE
250443	1.0	2.8	FALSE
250461	1.0	2.25	FALSE
250469	1.0	1.4	FALSE
250476	3.6	4.4	FALSE
250502	1.0	1.6	FALSE
250512	2.0	3.2	FALSE
250524	2.2	3.0	FALSE
250533	1.4	2.4	FALSE
250543	1.6	3.0	FALSE
250545	3.8	4.0	FALSE
250560	1.25	2.75	FALSE
250572	4.0	4.6	TRUE
250574	1.0	2.0	FALSE
250588	1.6	2.8	FALSE
250605	3.8	4.6	FALSE
250635	4.4	4.2	TRUE
250657	1.4	2.2	FALSE
250681	1.2	3.0	FALSE
250697	1.2	3.0	FALSE
250710	1.2	1.6	FALSE
250724	2.0	2.4	FALSE
250734	1.4	2.2	FALSE
250738	2.4	2.8	FALSE
250756	1.8	2.0	FALSE
250761	1.4	3.0	FALSE
250767	1.0	1.6	FALSE
250769	1.2	2.4	FALSE
250791	2.2	3.8	FALSE
250810	1.6	2.6	FALSE
250811	2.2	3.0	FALSE
250816	3.8	4.4	FALSE
250823	1.6	2.0	FALSE
250825	1.6	3.0	FALSE
250831	3.0	4.0	FALSE
250836	1.0	1.0	FALSE
250846	2.6	3.4	FALSE
250855	2.6	3.2	FALSE
250857	1.0	3.5	FALSE
250859	2.0	3.5	FALSE
250866	1.2	2.2	FALSE
250885	1.6	2.4	FALSE
250897	3.6	4.2	FALSE
250902	3.8	4.4	FALSE
250914	1.2	1.6	FALSE
250935	1.0	2.2	FALSE
250952	1.6	3.8	FALSE
251016	2.8	4.2	FALSE
251033	2.4	3.6	FALSE
251043	1.6	3.6	FALSE
251046	3.4	3.6	FALSE
251048	2.2	2.4	FALSE
251066	1.2	3.4	FALSE
251071	1.2	1.4	FALSE
251073	2.8	4.0	FALSE
251074	4.0	4.6	TRUE
251087	1.4	2.4	FALSE
251092	1.0	1.2	FALSE
251103	1.2	2.2	FALSE
251104	1.2	3.6	FALSE
251106	3.0	3.8	FALSE
251146	4.0	4.6	TRUE
251157	1.2	3.0	FALSE
251159	2.8	3.6	FALSE
251184	1.0	2.6	FALSE
251187	1.25	2.0	FALSE
251192	2.2	3.8	FALSE
251220	1.2	3.0	FALSE
251221	3.4	3.2	FALSE
251273	4.2	4.6	TRUE
251279	3.4	4.2	FALSE
251302	4.0	4.8	TRUE
251313	1.2	2.6	FALSE
251336	2.0	3.4	FALSE
251340	2.2	3.8	FALSE
251344	2.6	3.4	FALSE
251349	1.25	2.0	FALSE
251360	1.8	2.0	FALSE
251361	1.0	1.0	FALSE
251367	2.0	2.333333333333330	FALSE
251379	1.8	3.0	FALSE
251382	2.6	3.4	FALSE
251421	1.5	1.75	FALSE
251423	2.2	3.0	FALSE
251434	1.6	3.4	FALSE
251436	2.4	4.4	FALSE
251462	2.2	3.4	FALSE
251467	1.4	1.8	FALSE
251506	4.0	4.4	TRUE
251538	1.6	3.0	FALSE
251562	4.2	4.8	TRUE
251564	1.8	3.2	FALSE
251565	3.0	4.4	FALSE
251625	1.0	1.75	FALSE
251632	1.4	3.2	FALSE
251639	3.4	4.2	FALSE
251647	1.2	2.8	FALSE
251668	2.8	4.0	FALSE
251674	1.4	1.8	FALSE
251679	3.2	4.8	FALSE
251700	1.6	2.0	FALSE
251706	1.4	2.0	FALSE
251717	1.6	2.6	FALSE
251748	4.2	4.6	TRUE
251758	1.0	1.4	FALSE
251768	3.2	4.2	FALSE
251770	1.4	2.4	FALSE
251787	1.5	1.75	FALSE
251789	4.0	4.6	TRUE
251795	4.0	4.0	TRUE
251798	2.0	3.0	FALSE
251800	1.4	3.2	FALSE
251804	1.2	3.0	FALSE
251808	3.6	3.8	FALSE
251812	3.8	4.4	FALSE
251821	1.2	2.4	FALSE
251834	1.0	1.3333333333333300	FALSE
251837	1.0	1.2	FALSE
251839	1.25	2.75	FALSE
251844	1.8	1.8	FALSE
251857	1.6	3.0	FALSE
251860	1.2	2.0	FALSE
251892	1.0	1.0	FALSE
251899	2.6	3.8	FALSE
251908	1.6666666666666700	2.333333333333330	FALSE
251922	3.4	3.8	FALSE
251960	1.6	3.2	FALSE
251962	2.2	3.2	FALSE
251983	2.2	4.0	FALSE
251985	1.2	1.6	FALSE
251986	1.2	2.4	FALSE
251989	3.0	3.8	FALSE
252023	4.2	4.4	TRUE
252024	4.2	5.0	TRUE
252025	1.6	2.2	FALSE
252029	1.0	1.8	FALSE
252041	2.0	3.0	FALSE
252047	2.8	4.0	FALSE
252048	3.2	3.4	FALSE
252051	2.4	3.2	FALSE
252061	2.0	3.4	FALSE
252083	1.2	1.4	FALSE
252088	1.0	2.4	FALSE
252097	1.2	2.6	FALSE
252102	2.6	3.8	FALSE
252120	2.8	3.4	FALSE
252134	2.6	4.2	FALSE
252144	2.75	3.75	FALSE
252153	4.2	4.4	TRUE
252154	4.2	4.4	TRUE
252157	1.2	2.0	FALSE
252158	1.8	2.6	FALSE
252163	2.4	3.8	FALSE
252201	3.2	3.8	FALSE
252227	1.2	1.6	FALSE
252235	1.6	2.6	FALSE
252240	1.6	3.0	FALSE
252268	1.2	2.0	FALSE
252274	4.4	5.0	TRUE
252280	3.8	4.6	FALSE
252309	3.2	3.6	FALSE
252315	1.0	3.5	FALSE
252320	1.0	3.0	FALSE
252327	2.6	3.0	FALSE
252340	1.8	2.6	FALSE
252346	3.4	4.2	FALSE
252380	1.0	1.6	FALSE
252382	3.2	3.2	FALSE
252386	3.4	3.8	FALSE
252390	1.0	1.4	FALSE
252399	1.2	1.4	FALSE
252453	1.8	3.0	FALSE
252460	1.8	2.4	FALSE
252478	1.4	2.0	FALSE
252489	2.8	3.8	FALSE
252496	1.8	1.4	FALSE
252504	3.0	3.0	FALSE
252505	2.6	3.4	FALSE
252512	3.4	3.8	FALSE
252539	1.0	2.6	FALSE
252553	2.2	3.4	FALSE
252570	2.2	3.6	FALSE
252587	2.8	4.4	FALSE
252604	2.0	3.4	FALSE
252620	1.2	1.6	FALSE
252628	1.25	2.25	FALSE
252632	1.3333333333333300	3.0	FALSE
252638	2.0	2.2	FALSE
252657	2.8	2.0	FALSE
252664	1.8	3.2	FALSE
252671	1.6	3.0	FALSE
252681	1.2	2.8	FALSE
252700	1.0	2.8	FALSE
252715	1.0	2.0	FALSE
252722	4.4	4.6	TRUE
252725	1.2	2.0	FALSE
252747	2.2	4.2	FALSE
252803	3.6	4.6	FALSE
252815	1.8	3.2	FALSE
252820	1.8	3.0	FALSE
252832	1.4	2.8	FALSE
252842	1.0	2.333333333333330	FALSE
252854	1.25	3.0	FALSE
252879	1.2	3.0	FALSE
252882	1.0	1.8	FALSE
252890	1.4	2.4	FALSE
252893	1.4	2.2	FALSE
252909	2.2	3.4	FALSE
252937	3.4	3.8	FALSE
252946	2.8	3.2	FALSE
252961	1.4	2.0	FALSE
252963	2.2	3.4	FALSE
252978	1.4	1.8	FALSE
252994	3.2	4.4	FALSE
253005	2.2	3.4	FALSE
253016	1.6	2.4	FALSE
253018	1.4	3.0	FALSE
253020	1.0	1.0	FALSE
253033	2.2	3.0	FALSE
253036	1.4	2.6	FALSE
253061	1.0	1.25	FALSE
253065	3.8	4.6	FALSE
253070	1.8	3.6	FALSE
253079	2.6	4.4	FALSE
253098	1.8	3.0	FALSE
253139	3.0	3.8	FALSE
253169	2.2	2.6	FALSE
253185	1.4	3.0	FALSE
253241	1.2	2.6	FALSE
253243	1.8	4.0	FALSE
253251	1.25	2.0	FALSE
253258	1.2	1.4	FALSE
253270	2.6	3.6	FALSE
253283	2.8	4.2	FALSE
253287	1.0	1.6	FALSE
253289	4.4	4.8	TRUE
253292	4.2	4.6	TRUE
253299	1.4	2.6	FALSE
253305	1.0	2.6	FALSE
253370	1.0	2.2	FALSE
253373	1.0	3.0	FALSE
253375	2.6	2.8	FALSE
253377	1.25	2.25	FALSE
253413	2.0	2.6	FALSE
253436	2.0	3.4	FALSE
253439	1.4	1.0	FALSE
253473	1.2	3.0	FALSE
253474	3.2	4.4	FALSE
253475	3.0	4.4	FALSE
253492	1.8	2.6	FALSE
253501	1.4	3.4	FALSE
253510	1.5	3.25	FALSE
253511	1.75	3.25	FALSE
253525	1.2	1.4	FALSE
253533	3.0	3.4	FALSE
253549	2.6	4.8	FALSE
253569	2.6	3.6	FALSE
253583	1.0	2.4	FALSE
253585	1.4	3.4	FALSE
253604	2.2	3.6	FALSE
253620	2.2	2.6	FALSE
253626	2.0	2.2	FALSE
253636	1.6	3.4	FALSE
253644	2.0	2.4	FALSE
253645	1.0	1.0	FALSE
253649	1.6	2.2	FALSE
253654	2.5	2.75	FALSE
253663	3.4	4.8	FALSE
253671	1.6	2.2	FALSE
253674	3.2	4.2	FALSE
253684	1.2	1.8	FALSE
253690	1.8	3.8	FALSE
253725	2.5	3.0	FALSE
253734	2.2	3.8	FALSE
253749	2.2	2.8	FALSE
253752	2.8	3.0	FALSE
253757	1.4	3.2	FALSE
253776	3.5	4.5	FALSE
253777	3.4	4.2	FALSE
253806	1.2	2.0	FALSE
253817	1.8	4.0	FALSE
253841	1.4	1.6	FALSE
253858	2.6666666666666700	4.0	FALSE
253880	2.2	2.4	FALSE
253894	1.4	2.2	FALSE
253917	1.4	2.2	FALSE
253918	1.2	1.6	FALSE
253923	2.6	3.6	FALSE
253943	1.8	3.0	FALSE
253952	3.4	3.6	FALSE
253988	1.4	2.4	FALSE
253995	3.8	4.4	FALSE
254016	1.8	3.2	FALSE
254021	2.2	3.2	FALSE
254024	1.8	3.4	FALSE
254030	2.0	2.8	FALSE
254039	2.0	3.4	FALSE
254043	1.4	1.0	FALSE
254044	2.2	4.0	FALSE
254087	1.0	2.2	FALSE
254121	1.4	2.2	FALSE
254133	2.2	3.6	FALSE
254138	2.6	2.8	FALSE
254144	1.6	3.4	FALSE
254200	4.4	4.4	TRUE
254203	1.6	2.4	FALSE
254205	1.2	2.8	FALSE
254210	3.2	4.0	FALSE
254225	2.2	2.2	FALSE
254230	4.8	4.8	TRUE
254257	2.0	3.6	FALSE
254276	2.0	4.0	FALSE
254285	1.4	2.4	FALSE
254286	1.2	2.6	FALSE
254289	1.2	3.6	FALSE
254291	2.4	2.8	FALSE
254305	1.0	3.0	FALSE
254328	1.2	3.0	FALSE
254335	1.0	1.2	FALSE
254374	1.6	3.6	FALSE
254385	1.25	1.75	FALSE
254391	1.4	2.2	FALSE
254393	2.6	3.4	FALSE
254397	1.4	2.0	FALSE
254432	2.2	3.8	FALSE
254441	2.4	3.4	FALSE
254442	1.75	3.0	FALSE
254492	1.4	3.2	FALSE
254499	1.2	2.6	FALSE
254515	3.6	4.4	FALSE
254519	3.6	4.0	FALSE
254520	3.8	4.6	FALSE
254542	1.4	2.8	FALSE
254544	1.0	3.0	FALSE
254563	2.8	3.0	FALSE
254579	1.0	2.6	FALSE
254583	1.0	1.75	FALSE
254609	1.75	3.0	FALSE
254623	4.2	4.6	TRUE
254629	4.0	4.8	TRUE
254636	1.4	2.4	FALSE
254642	1.4	4.0	FALSE
254643	1.2	3.0	FALSE
254645	3.6	4.2	FALSE
254646	1.2	1.4	FALSE
254678	1.8	2.6	FALSE
254679	2.2	3.8	FALSE
254688	2.0	2.6	FALSE
254692	2.4	3.8	FALSE
254714	2.0	4.2	FALSE
254724	1.0	2.0	FALSE
254729	3.0	4.2	FALSE
254739	4.0	4.4	TRUE
254776	3.6	4.2	FALSE
254785	2.4	3.4	FALSE
254798	1.2	2.4	FALSE
254811	1.25	1.75	FALSE
254813	2.2	3.0	FALSE
254823	2.0	2.5	FALSE
254827	2.25	3.0	FALSE
254834	1.25	2.75	FALSE
254847	4.6	5.0	TRUE
254880	1.8	2.4	FALSE
254901	1.75	2.0	FALSE
254919	1.0	1.4	FALSE
254942	1.75	2.25	FALSE
254964	1.6666666666666700	3.0	FALSE
254970	1.8	2.2	FALSE
254972	2.0	3.2	FALSE
254977	4.2	4.4	TRUE
254995	1.2	3.2	FALSE
254997	1.6	3.2	FALSE
255013	3.2	4.4	FALSE
255031	1.4	2.8	FALSE
255057	1.0	2.0	FALSE
255073	2.0	2.2	FALSE
255078	2.75	4.25	FALSE
255087	2.4	3.2	FALSE
255090	1.4	1.8	FALSE
255131	2.8	3.6	FALSE
255132	2.6	3.4	FALSE
255145	1.0	3.4	FALSE
255151	3.2	4.2	FALSE
255153	1.8	2.6	FALSE
255166	1.4	2.0	FALSE
255171	2.0	2.8	FALSE
255186	2.0	3.8	FALSE
255194	1.0	3.0	FALSE
255205	1.6	2.4	FALSE
255208	4.8	4.8	TRUE
255209	1.6	2.4	FALSE
255239	1.6	2.8	FALSE
255245	1.6	2.2	FALSE
255261	1.8	3.2	FALSE
255265	3.0	4.0	FALSE
255273	2.0	3.4	FALSE
255285	1.8	3.0	FALSE
255296	1.4	2.0	FALSE
255305	3.0	3.2	FALSE
255336	2.6	3.8	FALSE
255380	2.2	2.2	FALSE
255381	1.4	2.6	FALSE
255386	1.6	1.8	FALSE
255401	2.8	4.2	FALSE
255402	2.4	3.2	FALSE
255409	1.0	1.8	FALSE
255418	2.6	4.4	FALSE
255449	3.8	4.6	FALSE
255459	1.8	3.0	FALSE
255485	1.4	2.0	FALSE
255487	1.4	2.2	FALSE
255488	2.4	2.4	FALSE
255513	3.2	3.8	FALSE
255516	1.4	1.6	FALSE
255521	1.6	2.2	FALSE
255526	3.4	4.0	FALSE
255542	2.0	2.6	FALSE
255551	2.8	2.8	FALSE
255552	3.2	3.8	FALSE
255553	4.4	4.4	TRUE
255613	1.0	1.2	FALSE
255628	1.0	1.6	FALSE
255634	1.6	2.8	FALSE
255635	2.4	3.6	FALSE
255645	3.6	4.2	FALSE
255646	2.6	4.2	FALSE
255667	1.0	1.8	FALSE
255687	1.4	3.6	FALSE
255706	1.0	1.8	FALSE
255737	2.8	3.6	FALSE
255738	2.0	3.5	FALSE
255741	3.2	4.4	FALSE
255742	4.2	4.4	TRUE
255766	2.0	3.0	FALSE
255767	2.0	3.6	FALSE
255781	3.8	3.8	FALSE
255791	2.2	2.8	FALSE
255812	3.8	4.4	FALSE
255814	3.0	3.4	FALSE
255825	2.0	2.4	FALSE
255831	1.0	2.6	FALSE
255857	1.8	3.0	FALSE
255858	1.2	3.0	FALSE
255859	2.0	3.0	FALSE
255866	1.0	1.6	FALSE
255879	1.0	1.2	FALSE
255912	4.2	4.4	TRUE
255919	1.2	3.0	FALSE
255926	1.2	2.6	FALSE
255929	3.0	4.0	FALSE
255947	1.2	2.2	FALSE
255975	1.25	2.75	FALSE
255976	1.4	2.0	FALSE
255986	1.0	2.6	FALSE
255993	2.4	4.0	FALSE
256000	1.2	2.2	FALSE
256002	3.5	4.5	FALSE
256011	1.0	1.6	FALSE
256029	1.0	2.2	FALSE
256044	2.0	2.2	FALSE
256054	1.6	3.6	FALSE
256064	2.6	3.8	FALSE
256081	1.2	1.6	FALSE
256167	1.8	3.0	FALSE
256168	3.0	3.6	FALSE
256170	1.0	2.0	FALSE
256177	2.4	3.6	FALSE
256191	1.0	1.6	FALSE
256192	1.4	1.2	FALSE
256193	4.8	4.8	TRUE
256221	1.4	2.4	FALSE
256231	3.4	4.6	FALSE
256232	2.0	3.0	FALSE
256235	2.2	4.0	FALSE
256239	1.4	3.4	FALSE
256248	4.2	4.6	TRUE
256250	2.8	4.2	FALSE
256292	2.4	4.4	FALSE
256293	2.0	3.4	FALSE
256294	3.6	4.0	FALSE
256298	2.4	3.6	FALSE
256311	3.0	3.6	FALSE
256314	1.2	3.4	FALSE
256319	1.6	2.2	FALSE
256321	1.0	2.0	FALSE
256327	3.2	4.4	FALSE
256368	3.2	4.4	FALSE
256388	4.0	4.0	TRUE
256404	1.6	1.2	FALSE
256410	2.6	4.0	FALSE
256412	2.6	3.4	FALSE
256465	1.0	1.8	FALSE
256466	2.0	3.0	FALSE
256481	1.8	2.2	FALSE
256485	4.8	4.8	TRUE
256486	3.8	5.0	FALSE
256502	3.6	4.2	FALSE
256513	4.2	4.6	TRUE
256521	1.0	1.2	FALSE
256526	3.4	3.6	FALSE
256546	1.6	2.4	FALSE
256555	1.4	2.6	FALSE
256560	1.6	3.6	FALSE
256574	1.8	3.8	FALSE
256594	1.4	1.6	FALSE
256606	2.4	3.4	FALSE
256613	1.2	1.8	FALSE
256615	2.6	3.0	FALSE
256646	1.4	3.2	FALSE
256655	4.2	5.0	TRUE
256658	1.4	3.6	FALSE
256662	1.6	2.8	FALSE
256679	5.0	5.0	TRUE
256705	3.2	4.4	FALSE
256707	1.2	3.0	FALSE
256708	2.8	3.8	FALSE
256709	2.0	3.0	FALSE
256728	2.2	3.0	FALSE
256742	2.2	3.2	FALSE
256769	1.8	2.0	FALSE
256770	4.0	4.0	TRUE
256771	2.8	4.0	FALSE
256775	2.2	3.0	FALSE
256777	3.0	4.2	FALSE
256784	4.2	4.8	TRUE
256793	1.2	2.4	FALSE
256805	1.2	1.8	FALSE
256818	1.4	3.0	FALSE
256833	1.8	2.4	FALSE
256861	1.4	2.6	FALSE
256862	2.0	3.6	FALSE
256884	1.4	2.8	FALSE
256918	2.4	2.8	FALSE
256938	3.2	3.6	FALSE
256954	2.8	4.2	FALSE
256956	1.2	2.8	FALSE
256960	1.4	2.4	FALSE
256973	1.2	2.0	FALSE
256983	2.2	2.6	FALSE
257077	2.75	3.25	FALSE
257078	3.6	3.8	FALSE
257101	3.2	4.4	FALSE
257107	2.6	2.4	FALSE
257113	3.4	4.4	FALSE
257130	2.2	3.2	FALSE
257154	1.25	2.75	FALSE
257165	4.6	4.2	TRUE
257198	1.2	1.6	FALSE
257212	1.2	2.2	FALSE
257223	1.2	2.2	FALSE
257231	1.4	1.8	FALSE
257240	4.2	4.8	TRUE
257241	1.6	2.6	FALSE
257243	1.4	2.4	FALSE
257245	3.8	4.0	FALSE
257254	2.0	3.0	FALSE
257296	1.6	2.6	FALSE
257312	1.8	2.4	FALSE
257318	1.6	2.2	FALSE
257323	3.2	4.0	FALSE
257330	2.0	3.0	FALSE
257333	1.25	2.5	FALSE
257341	1.6	2.8	FALSE
257346	2.8	4.4	FALSE
257362	2.8	4.0	FALSE
257368	1.6	2.8	FALSE
257372	1.2	2.8	FALSE
257379	1.8	3.0	FALSE
257395	4.2	4.8	TRUE
257421	1.0	1.4	FALSE
257433	3.6	4.6	FALSE
257436	1.5	3.0	FALSE
257490	3.4	4.2	FALSE
257491	4.0	4.4	TRUE
257510	1.4	2.6	FALSE
257520	1.0	1.8	FALSE
257545	1.6	2.2	FALSE
257554	1.2	2.4	FALSE
257563	1.4	3.0	FALSE
257606	1.4	2.4	FALSE
257614	2.2	3.0	FALSE
257619	1.2	1.8	FALSE
257668	3.4	4.2	FALSE
257689	1.75	2.25	FALSE
257692	1.8	2.0	FALSE
257702	1.8	3.6	FALSE
257727	1.4	2.4	FALSE
257733	1.5	1.5	FALSE
257743	1.6	2.8	FALSE
257750	2.4	3.8	FALSE
257751	1.6	3.2	FALSE
257763	2.2	2.8	FALSE
257776	2.8	3.2	FALSE
257778	1.75	2.25	FALSE
257781	1.25	1.75	FALSE
257791	1.6	3.2	FALSE
257837	1.6	1.8	FALSE
257854	2.0	3.0	FALSE
257887	1.2	2.4	FALSE
257898	2.6	4.4	FALSE
257900	2.0	1.8	FALSE
257907	1.2	2.0	FALSE
257911	1.2	1.8	FALSE
257921	1.2	2.0	FALSE
257927	1.4	3.2	FALSE
257933	1.4	2.8	FALSE
257952	2.0	3.6	FALSE
257956	2.6	3.2	FALSE
257961	1.8	2.2	FALSE
257974	1.2	2.0	FALSE
257978	2.2	3.2	FALSE
257980	1.4	2.4	FALSE
258020	3.2	4.0	FALSE
258032	2.8	4.2	FALSE
258033	2.6	4.4	FALSE
258039	1.0	1.4	FALSE
258041	2.4	4.2	FALSE
258046	1.0	1.8	FALSE
258065	1.2	2.4	FALSE
258072	4.2	4.6	TRUE
258093	2.8	3.8	FALSE
258099	1.2	1.8	FALSE
258103	1.75	3.0	FALSE
258109	1.8	3.0	FALSE
258123	3.0	4.2	FALSE
258133	1.2	2.4	FALSE
258136	4.8	4.8	TRUE
258164	1.6	1.8	FALSE
258181	2.2	4.2	FALSE
258184	1.4	2.4	FALSE
258197	1.8	2.2	FALSE
258223	2.0	4.0	FALSE
258235	1.6	3.2	FALSE
258246	3.4	3.8	FALSE
258247	3.6	4.6	FALSE
258251	3.0	2.8	FALSE
258260	1.25	2.0	FALSE
258280	2.4	4.4	FALSE
258311	3.2	3.8	FALSE
258312	4.0	5.0	TRUE
258319	4.0	4.6	TRUE
258355	2.5	3.5	FALSE
258356	3.8	4.4	FALSE
258370	1.0	1.6	FALSE
258374	1.4	2.0	FALSE
258396	3.8	3.4	FALSE
258397	3.4	4.6	FALSE
258470	1.2	2.0	FALSE
258480	1.4	2.4	FALSE
258501	1.6	3.0	FALSE
258545	1.4	2.4	FALSE
258555	1.2	2.6	FALSE
258578	1.2	1.8	FALSE
258600	1.2	2.6	FALSE
258607	1.2	2.6	FALSE
258610	1.8	3.2	FALSE
258619	2.6	3.8	FALSE
258628	2.2	2.6	FALSE
258629	2.6	4.4	FALSE
258631	1.2	2.4	FALSE
258635	1.0	2.6	FALSE
258653	4.2	4.8	TRUE
258659	1.6	2.2	FALSE
258683	3.6	4.6	FALSE
258687	4.8	4.8	TRUE
258693	2.2	3.0	FALSE
258747	3.2	4.2	FALSE
258756	2.4	3.0	FALSE
258771	1.0	1.4	FALSE
258788	3.0	3.6	FALSE
258789	2.2	3.6	FALSE
258791	1.4	1.8	FALSE
258793	2.6	3.6	FALSE
258794	2.2	1.8	FALSE
258816	3.2	4.0	FALSE
258836	1.8	2.4	FALSE
258849	1.4	1.8	FALSE
258850	1.6	2.8	FALSE
258863	1.0	2.4	FALSE
258884	3.2	3.4	FALSE
258902	2.6	3.4	FALSE
258904	2.0	2.8	FALSE
258920	1.0	1.8	FALSE
258941	1.6	2.6	FALSE
258966	1.2	2.2	FALSE
258990	3.4	3.4	FALSE
258991	1.0	2.5	FALSE
259003	2.0	3.0	FALSE
259005	1.0	2.8	FALSE
259014	1.4	3.2	FALSE
259027	2.8	4.2	FALSE
259046	1.0	3.0	FALSE
259052	1.2	2.0	FALSE
259073	3.8	5.0	FALSE
259083	4.0	4.2	TRUE
259095	3.6	4.0	FALSE
259110	2.6	3.2	FALSE
259119	1.25	2.75	FALSE
259122	2.4	2.8	FALSE
